Row.names	AA	eff	DGE	TF	other	relevance	total	Best.hit.arabi.name	arabi.symbol	arabi.defline	description
Gohir.A07G190200	TRUE	TRUE	TRUE	FALSE	FALSE	1	4	AT2G04850	none	Auxin-responsive family protein	plant growth; already in MS
Gohir.D08G201300	FALSE	TRUE	TRUE	FALSE	TRUE	1	4	AT5G41315	GL3MYC6.2	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	encodes a basic helix loop helix domain protein that interacts with GL1 in trichome development.
Gohir.D08G210800	TRUE	TRUE	TRUE	FALSE	FALSE	1	4	AT2G20190	ATCLASPCLASP	CLIP-associated protein	Encodes a microtubule-associated protein that is involved in both cell division and cell expansion. It likely promotes microtubule stability.
Gohir.D11G225100	TRUE	TRUE	TRUE	FALSE	FALSE	1	4	AT2G22125	CSI1	binding	Encodes a protein involved in cell elongation in root and anther filaments. Mutants have greater cell volumes in root tissues and have additive phenotypes with other cell expansion mutants such as those carrying mutations in COB QUI and POM1 loci. POM2/CSI1 promotes Cellulose Synthase and microtubule co-alignment.
Gohir.A06G070100	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G51760	IAR3JR3	peptidase M20/M25/M40 family protein	.
Gohir.A06G071000	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT4G29490	none	Metallopeptidase M24 family protein	.
Gohir.A07G112400	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT2G14530	TBL13	TRICHOME BIREFRINGENCE-LIKE 13	members of this gene family are known to be involved in the synthesis and deposition of cellulose in secondary cell walls (Bischoff Selbig and Scheible 2010)
Gohir.A07G112900	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT3G44200	ATNEK6IBO1NEK6	NIMA (never in mitosis gene A)-related 6	.
Gohir.A07G113300	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT2G35940	BLH1EDA29	BEL1-like homeodomain 1	.
Gohir.A07G118000	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT4G27690	VPS26B	vacuolar protein sorting 26B	.
Gohir.A07G123100	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT5G12440	none	CCCH-type zinc fingerfamily protein with RNA-binding domain	.
Gohir.A07G126300	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G33390	ATFAS4FAS4	RNA helicase family protein	.
Gohir.A07G130700	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G02500	AtSAM1MAT1SAM-1SAM1	S-adenosylmethionine synthetase 1	.
Gohir.A07G131500	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT4G01720	AtWRKY47WRKY47	WRKY family transcription factor	.
Gohir.A07G175500	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G66840	none	Plant protein of unknown function (DUF827)	.
Gohir.A07G178100	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT3G02360	none	6-phosphogluconate dehydrogenase family protein	.
Gohir.A07G182200	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT3G51550	FER	Malectin/receptor-like protein kinase family protein	.
Gohir.A07G194900	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT5G39740	OLI7RPL5B	ribosomal protein L5 B	Encodes a ribosomal protein RPL5B that is involved in ribosome biogenesis and plays a role in organ size control by promoting cell proliferation and preventing compensation in normal leaf development.
Gohir.A07G196000	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT4G12850	none	Far-red impaired responsive (FAR1) family protein	plant growth; already in MS
Gohir.D01G100500	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G62280	SLAH1	SLAC1 homologue 1	.
Gohir.D01G103100	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT1G19580	GAMMA CA1	gamma carbonic anhydrase 1	Encodes a transcription factor (IAA24) mediating embryo axis formation and vascular development
Gohir.D01G106000	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G47530	none	MATE efflux family protein	.
Gohir.D04G022900	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT2G34260	none	transducin family protein / WD-40 repeat family protein	.
